applicant_id,age,income,employment_length_years,credit_score,dti,utilization,num_delinquencies_12m,recent_bankruptcy,loan_amount,term_months,interest_rate,channel,product_type,default_12m
11412,34,96057.41,13,750.0,0.485,0.363,1,0,15345.21,60,5.0,Online,Personal Loan,0
11413,64,92292.94,6,689.0,0.115,0.345,0,0,15263.2,36,5.0,Online,Auto Refi,0
11414,36,92237.79,21,480.0,0.323,0.726,0,0,14157.01,36,25.0,Partner,Debt Consolidation,1
11415,53,44235.34,13,670.0,0.383,0.475,0,0,14344.17,60,6.98,Branch,Debt Consolidation,1
11416,33,96592.86,17,810.0,0.05,0.17,0,0,19543.42,36,5.0,Online,Debt Consolidation,0
11417,58,55197.8,16,686.0,0.238,0.029,0,0,19419.87,36,5.0,Online,Personal Loan,0
11418,69,79924.69,4,738.0,0.234,0.739,0,0,18715.92,60,5.0,Branch,Debt Consolidation,0
11419,32,77549.96,10,707.0,0.243,0.635,0,0,7587.81,60,5.0,Online,Personal Loan,1
11420,58,62181.23,17,646.0,0.445,0.486,0,0,19844.83,60,10.57,Online,Debt Consolidation,0
11421,59,69284.28,15,798.0,0.313,0.479,0,0,5901.94,36,5.0,Online,Debt Consolidation,0
11422,53,32135.94,9,693.0,0.371,0.448,0,0,13957.24,60,5.0,Branch,Personal Loan,0
11423,53,66179.65,5,631.0,0.331,0.469,0,0,16359.38,36,9.8,Online,Personal Loan,0
11424,49,60291.42,13,682.0,0.616,0.492,0,0,24404.34,36,10.18,Online,Personal Loan,1
11425,25,108928.43,1,780.0,0.44,0.659,0,0,15163.53,36,5.0,Partner,Debt Consolidation,0
11426,26,65578.08,8,576.0,0.318,0.639,0,0,17242.73,60,17.68,Branch,Debt Consolidation,1
11427,51,50707.67,12,699.0,0.288,0.489,0,0,8954.66,60,5.0,Branch,Debt Consolidation,0
11428,36,67303.74,20,685.0,0.236,0.493,0,0,7555.99,36,5.0,Online,Personal Loan,0
11429,51,51562.84,22,572.0,0.203,0.618,0,0,13188.42,60,15.42,Branch,Personal Loan,1
11430,45,36622.11,19,734.0,0.176,0.567,0,0,16652.68,36,5.0,Partner,Auto Refi,0
11431,68,73240.65,11,698.0,0.438,0.433,0,0,15252.62,36,5.15,Partner,Auto Refi,0
11432,66,65153.83,1,741.0,0.213,0.0,0,0,11233.69,36,5.0,Branch,Personal Loan,0
11433,53,84863.51,2,760.0,0.397,0.589,1,0,23927.42,60,5.0,Branch,Personal Loan,0
11434,33,94120.24,12,676.0,0.26,0.673,1,0,8344.58,36,10.16,Partner,Personal Loan,0
11435,30,102786.63,20,641.0,0.23,0.398,0,0,31602.05,36,6.38,Online,Personal Loan,0
11436,44,69594.47,0,580.0,0.28,0.228,1,0,10405.38,36,16.46,Online,Auto Refi,1
11437,30,78830.8,19,635.0,0.535,0.637,0,0,11000.95,60,15.43,Partner,Auto Refi,0
11438,61,70631.18,3,681.0,0.685,0.64,1,0,14452.48,36,18.24,Online,Personal Loan,0
11439,51,20000.0,17,613.0,0.276,0.279,0,0,14995.14,36,8.68,Online,Debt Consolidation,0
11440,33,89719.91,24,721.0,0.265,0.545,0,0,9529.54,36,5.0,Partner,Personal Loan,1
11441,23,75916.32,12,617.0,0.435,0.359,0,0,13948.01,36,12.16,Online,Debt Consolidation,1
11442,54,76185.01,5,557.0,0.338,0.519,0,0,16578.97,36,19.06,Online,Personal Loan,1
11443,69,54748.49,24,640.0,0.242,0.729,0,0,20545.16,36,9.87,Partner,Personal Loan,1
11444,48,52140.68,5,693.0,0.379,0.544,1,0,7984.55,60,9.35,Partner,Auto Refi,0
11445,39,63640.21,14,592.0,0.412,0.325,0,0,2000.0,36,14.16,Online,Auto Refi,0
11446,43,76158.5,17,618.0,0.291,0.342,0,0,3650.88,60,9.06,Partner,Debt Consolidation,0
11447,65,25953.92,16,636.0,0.295,0.846,0,0,11735.16,60,12.6,Branch,Personal Loan,1
11448,52,69043.79,13,645.0,0.526,0.706,0,0,8650.58,36,14.83,Partner,Personal Loan,1
11449,33,98769.86,3,701.0,0.221,0.363,0,0,14186.49,60,5.0,Online,Personal Loan,1
11450,53,62373.28,0,725.0,0.255,0.429,2,0,7472.92,36,7.03,Partner,Debt Consolidation,0
11451,54,25408.78,7,647.0,0.264,0.381,0,0,14494.06,36,6.29,Online,Debt Consolidation,0
11452,53,61226.13,10,607.0,0.524,0.488,1,0,20305.13,36,21.62,Online,Personal Loan,1
11453,25,70896.76,12,690.0,0.083,0.608,0,0,14666.41,60,5.0,Partner,Debt Consolidation,1
11454,23,72521.76,16,716.0,0.419,0.554,1,0,18224.13,36,7.87,Branch,Auto Refi,1
11455,27,68094.76,20,793.0,0.316,0.591,1,0,26554.84,36,5.0,Online,Personal Loan,0
11456,44,103723.94,13,760.0,0.538,0.309,0,0,13542.34,36,5.0,Online,Debt Consolidation,0
11457,42,67817.62,24,592.0,0.363,0.474,0,1,5362.2,36,25.0,Online,Personal Loan,1
11458,65,68838.56,16,670.0,0.062,0.62,1,1,4558.1,36,20.54,Branch,Debt Consolidation,0
11459,43,53617.7,19,712.0,0.513,0.754,0,0,19231.33,36,7.87,Branch,Personal Loan,0
11460,50,83886.53,23,620.0,0.292,0.021,0,0,19351.87,60,5.9,Partner,Personal Loan,1
11461,38,98941.56,23,655.0,0.075,0.543,0,0,18158.6,36,5.0,Online,Auto Refi,0
11462,52,52437.54,0,727.0,0.271,0.694,1,0,26101.66,36,5.78,Online,Auto Refi,0
11463,27,62827.16,7,697.0,0.324,0.048,0,0,15984.28,36,5.0,Online,Auto Refi,0
11464,53,20000.0,18,680.0,0.194,0.723,0,0,16030.57,36,5.32,Online,Personal Loan,0
11465,25,48267.85,10,634.0,0.136,0.892,1,0,18430.11,36,14.79,Online,Personal Loan,0
11466,69,104386.47,22,579.0,0.356,0.487,0,0,23706.53,60,16.4,Online,Personal Loan,0
11467,48,59055.48,9,658.0,0.171,0.558,0,0,24531.29,60,5.41,Online,Personal Loan,0
11468,28,69539.7,0,674.0,0.197,0.256,0,0,2000.0,36,5.0,Online,Auto Refi,0
11469,35,50427.49,4,577.0,0.483,0.859,0,0,10922.26,60,23.63,Branch,Personal Loan,1
11470,24,73956.37,15,683.0,0.28,0.507,0,0,21058.52,36,5.0,Branch,Personal Loan,0
11471,54,61509.33,19,707.0,0.174,0.0,0,0,11272.14,36,5.0,Online,Personal Loan,0
11472,25,73218.62,19,632.0,0.213,0.643,0,0,24157.74,60,9.26,Branch,Auto Refi,1
11473,53,67092.67,4,708.0,0.366,0.269,0,0,17540.89,36,5.0,Branch,Auto Refi,0
11474,25,93866.88,15,699.0,0.371,0.349,0,0,18276.52,36,5.0,Branch,Debt Consolidation,0
11475,58,68370.05,2,659.0,0.4,0.508,0,0,17065.35,36,8.63,Online,Personal Loan,1
11476,54,48313.85,22,651.0,0.417,0.455,2,0,6328.82,36,18.71,Partner,Personal Loan,0
11477,46,52275.69,1,657.0,0.36,0.517,0,0,23697.73,60,8.19,Online,Personal Loan,0
11478,21,27628.28,16,620.0,0.393,0.539,1,0,26865.91,36,17.9,Branch,Personal Loan,1
11479,24,67508.07,21,704.0,0.263,0.719,0,0,25822.41,60,5.0,Online,Debt Consolidation,0
11480,59,63728.69,0,621.0,0.186,0.179,1,0,14511.44,36,9.37,Branch,Auto Refi,0
11481,46,95266.34,15,625.0,0.483,0.557,0,0,12981.63,36,14.48,Online,Auto Refi,0
11482,53,41543.27,22,715.0,0.426,0.483,0,0,16060.57,36,5.0,Partner,Auto Refi,0
11483,53,51047.67,23,663.0,0.286,0.405,0,1,22878.87,36,18.77,Partner,Personal Loan,1
11484,28,51257.27,1,684.0,0.24,0.198,0,0,12843.14,36,5.0,Online,Debt Consolidation,0
11485,40,59928.37,19,560.0,0.594,0.529,0,0,16630.06,60,24.1,Online,Auto Refi,0
11486,36,39780.94,6,643.0,0.211,0.26,0,0,4266.1,36,5.0,Online,Personal Loan,0
11487,41,59429.64,10,798.0,0.347,0.113,0,0,17225.2,36,5.0,Online,Auto Refi,0
11488,65,65374.11,5,555.0,0.24,0.411,0,0,16944.06,60,15.76,Branch,Personal Loan,0
11489,46,65975.62,1,802.0,0.271,0.569,0,0,5910.7,60,5.0,Online,Personal Loan,0
11490,43,90467.39,13,698.0,0.23,0.306,1,0,18292.12,60,5.0,Online,Personal Loan,0
11491,38,64405.69,3,643.0,0.06,0.079,0,0,14721.35,60,5.0,Branch,Debt Consolidation,0
11492,51,63928.88,18,666.0,0.367,0.445,0,1,20498.22,36,20.68,Branch,Personal Loan,1
11493,62,87902.78,24,766.0,0.399,0.69,0,0,2000.0,36,5.0,Partner,Auto Refi,0
11494,32,64955.0,21,521.0,0.24,0.306,0,0,13661.4,60,18.67,Partner,Debt Consolidation,1
11495,21,40683.79,1,779.0,0.633,0.176,0,0,27519.64,36,5.0,Branch,Personal Loan,0
11496,62,43449.97,1,699.0,0.354,0.13,1,0,2000.0,36,5.0,Online,Personal Loan,0
11497,29,43640.59,12,751.0,0.34,0.307,0,0,12084.91,60,5.0,Partner,Auto Refi,0
11498,23,40625.35,12,558.0,0.366,0.455,0,0,10420.76,60,18.8,Partner,Personal Loan,1
11499,46,104965.57,2,664.0,0.249,0.356,0,0,15719.14,60,5.0,Online,Personal Loan,0
11500,29,43556.42,20,517.0,0.203,0.501,0,0,11158.93,36,20.58,Branch,Personal Loan,0
11501,62,64166.63,5,764.0,0.229,0.472,0,0,16589.82,36,5.0,Branch,Personal Loan,0
11502,36,66099.34,20,611.0,0.255,0.65,0,0,23702.09,36,12.34,Partner,Auto Refi,0
11503,44,61463.42,16,610.0,0.387,0.423,0,0,20740.21,36,12.64,Online,Personal Loan,0
11504,34,49405.06,0,545.0,0.275,0.574,0,0,13337.65,36,19.75,Branch,Debt Consolidation,0
11505,23,74104.04,6,711.0,0.394,0.458,1,0,34326.16,36,7.06,Partner,Personal Loan,1
11506,54,34521.2,6,685.0,0.169,0.486,0,0,23204.03,36,5.0,Partner,Personal Loan,0
11507,53,43683.93,12,628.0,0.243,0.484,0,0,6710.24,36,8.61,Online,Auto Refi,0
11508,44,87436.78,21,698.0,0.235,0.245,2,0,12775.89,36,7.4,Branch,Debt Consolidation,0
11509,29,43051.01,8,625.0,0.05,0.433,0,0,25214.88,36,5.26,Partner,Auto Refi,0
11510,33,90950.89,17,557.0,0.265,0.324,0,0,14108.41,36,15.09,Online,Auto Refi,1
11511,22,92658.72,0,655.0,0.195,0.283,0,0,14001.9,36,5.0,Partner,Auto Refi,0
11512,27,93055.19,10,795.0,0.375,0.529,0,0,8076.65,36,5.0,Online,Debt Consolidation,0
11513,68,81877.66,21,748.0,0.408,0.548,0,0,23537.74,60,5.0,Online,Debt Consolidation,0
11514,41,37413.28,21,712.0,0.152,0.324,0,0,13187.67,36,5.0,Online,Debt Consolidation,0
11515,39,34235.78,24,697.0,0.291,0.589,1,0,5819.51,60,7.8,Online,Auto Refi,1
11516,45,42606.64,10,655.0,0.166,0.36,1,0,7015.23,36,7.51,Online,Personal Loan,0
11517,67,45952.46,9,732.0,0.359,0.629,0,0,6452.31,60,5.0,Online,Auto Refi,0
11518,42,38997.88,16,720.0,0.238,0.888,0,0,14081.86,36,5.0,Branch,Personal Loan,0
11519,31,51322.26,16,674.0,0.256,0.546,0,0,13781.28,36,5.28,Branch,Personal Loan,0
11520,53,80391.27,11,694.0,0.294,0.428,1,0,9927.9,60,6.69,Online,Personal Loan,1
11521,52,78018.86,9,568.0,0.354,0.313,0,0,8267.34,36,15.63,Online,Debt Consolidation,0
11522,41,70914.0,11,646.0,0.327,0.491,0,0,30744.19,36,8.35,Online,Debt Consolidation,0
11523,59,60704.24,5,596.0,0.367,0.254,1,0,4032.71,36,16.74,Online,Debt Consolidation,1
11524,40,63634.35,20,595.0,0.406,0.402,1,0,13683.69,36,19.53,Branch,Personal Loan,0
11525,28,71021.46,5,713.0,0.304,0.271,0,0,20482.87,60,5.0,Branch,Debt Consolidation,0
11526,62,55535.1,5,591.0,0.196,0.618,1,0,17550.25,60,17.94,Online,Personal Loan,1
11527,57,84546.75,19,734.0,0.128,0.344,0,0,23368.47,60,5.0,Online,Debt Consolidation,0
11528,29,38706.6,7,752.0,0.228,0.444,0,0,19125.1,36,5.0,Online,Auto Refi,0
11529,45,49463.16,4,676.0,0.347,0.106,0,0,26775.64,60,5.0,Partner,Debt Consolidation,0
11530,45,46487.37,5,638.0,0.154,0.382,0,0,7737.87,36,5.39,Branch,Personal Loan,0
11531,53,74152.02,1,752.0,0.449,0.376,0,0,22151.9,36,5.0,Online,Auto Refi,0
11532,22,40995.13,16,719.0,0.194,0.266,0,0,27202.91,36,5.0,Branch,Debt Consolidation,0
11533,39,46658.42,7,764.0,0.306,0.391,0,0,3873.29,36,5.0,Online,Auto Refi,0
11534,66,73487.58,21,604.0,0.497,0.0,3,0,25236.43,60,25.0,Partner,Debt Consolidation,0
11535,40,47623.26,8,662.0,0.298,0.219,1,0,20437.4,60,7.77,Online,Personal Loan,0
11536,62,81764.37,20,665.0,0.189,0.116,0,0,15734.77,36,5.0,Branch,Personal Loan,1
11537,61,81293.82,7,695.0,0.05,0.602,0,0,8819.88,36,5.0,Branch,Personal Loan,0
11538,62,54242.91,22,724.0,0.369,0.445,1,0,13273.78,36,5.49,Partner,Debt Consolidation,1
11539,49,67552.38,10,690.0,0.357,0.0,1,0,3137.09,60,5.0,Online,Auto Refi,0
11540,26,106186.84,9,773.0,0.389,0.648,0,0,12933.46,60,5.0,Partner,Auto Refi,0
11541,37,82441.47,16,654.0,0.334,0.535,0,0,15431.34,36,8.19,Partner,Debt Consolidation,0
11542,45,74882.71,22,607.0,0.256,0.429,0,0,16503.75,36,10.44,Partner,Personal Loan,0
11543,58,96036.83,19,633.0,0.226,0.518,2,1,10311.56,60,25.0,Online,Auto Refi,1
11544,24,45726.61,12,625.0,0.325,0.424,0,0,15463.87,36,9.83,Online,Personal Loan,0
11545,50,90116.67,21,648.0,0.439,0.379,0,1,16046.79,36,23.41,Online,Personal Loan,0
11546,40,72112.22,8,661.0,0.05,0.466,1,0,30640.06,36,6.0,Branch,Auto Refi,1
11547,23,94142.74,14,664.0,0.433,0.462,1,0,12178.37,36,12.63,Online,Auto Refi,0
11548,43,54557.28,12,696.0,0.285,0.287,0,0,21573.17,60,5.0,Partner,Auto Refi,0
11549,38,92849.87,12,648.0,0.3,0.599,0,1,2633.89,36,23.07,Branch,Auto Refi,0
11550,46,30154.02,12,753.0,0.403,0.291,0,1,19574.42,60,9.56,Online,Personal Loan,1
11551,56,57482.16,24,544.0,0.3,0.389,0,0,14566.44,60,18.13,Online,Auto Refi,0
11552,28,70451.97,24,524.0,0.347,0.62,1,0,13281.64,60,25.0,Online,Personal Loan,1
11553,37,78136.4,20,750.0,0.124,0.667,0,0,20699.81,60,5.0,Online,Auto Refi,1
11554,51,23134.27,3,745.0,0.287,0.639,0,0,12065.05,36,5.0,Partner,Personal Loan,0
11555,57,40086.08,21,767.0,0.381,0.111,1,0,24136.49,36,5.0,Branch,Personal Loan,0
11556,65,43327.79,9,725.0,0.273,0.412,1,0,25823.15,60,5.0,Branch,Personal Loan,0
11557,53,46286.79,14,680.0,0.28,0.218,0,0,14043.64,36,5.0,Online,Debt Consolidation,0
11558,47,49990.29,20,662.0,0.34,0.241,0,0,26793.09,36,5.06,Branch,Auto Refi,0
11559,65,68294.6,9,568.0,0.372,0.322,0,1,9117.08,36,25.0,Online,Auto Refi,1
11560,24,94525.04,20,690.0,0.503,0.392,0,0,8120.77,36,6.39,Online,Debt Consolidation,1
11561,42,57494.46,7,579.0,0.373,0.339,0,0,16001.93,60,14.93,Online,Debt Consolidation,0
11562,46,95916.16,9,830.0,0.482,0.0,0,0,3449.4,36,5.0,Online,Personal Loan,0
11563,52,66697.1,20,608.0,0.308,0.501,0,0,10582.52,36,12.17,Branch,Auto Refi,1
11564,44,60716.57,16,675.0,0.05,0.431,1,0,21637.31,36,5.0,Online,Personal Loan,0
11565,66,85903.94,4,785.0,0.269,0.696,0,0,18167.96,36,5.0,Online,Personal Loan,0
11566,55,61877.54,12,654.0,0.223,0.432,0,0,19554.83,60,5.47,Branch,Auto Refi,0
11567,57,49359.17,20,655.0,0.312,0.072,1,0,15307.69,36,7.3,Branch,Debt Consolidation,0
11568,52,91521.8,20,499.0,0.281,0.178,0,0,3416.38,36,20.61,Branch,Auto Refi,1
11569,27,64234.05,18,588.0,0.352,0.11,0,0,23041.87,60,10.87,Branch,Auto Refi,0
11570,53,100821.8,11,719.0,0.24,0.396,0,1,22448.46,60,11.1,Online,Personal Loan,1
11571,51,57902.18,11,797.0,0.346,0.767,0,0,21634.18,36,5.0,Branch,Auto Refi,0
11572,32,38371.67,24,618.0,0.364,0.55,0,0,10044.99,60,12.76,Online,Personal Loan,1
11573,31,49611.2,20,694.0,0.324,0.478,2,0,27951.98,36,11.93,Branch,Personal Loan,0
11574,44,51585.9,1,830.0,0.144,0.23,0,0,16966.7,36,5.0,Online,Personal Loan,0
11575,28,63087.04,20,720.0,0.427,0.536,0,0,18332.64,36,5.0,Partner,Personal Loan,0
11576,52,49114.69,8,748.0,0.394,0.392,0,0,26054.18,36,5.0,Branch,Personal Loan,0
11577,58,39941.24,23,626.0,0.297,0.503,0,0,18007.02,60,9.94,Online,Debt Consolidation,1
11578,42,58541.12,21,789.0,0.103,0.553,0,0,16211.34,36,5.0,Online,Auto Refi,0
11579,54,66829.51,24,632.0,0.356,0.356,0,0,21737.87,36,9.03,Partner,Auto Refi,0
11580,39,73234.0,22,619.0,0.257,0.506,0,0,26258.43,36,9.95,Online,Personal Loan,1
11581,40,64663.63,1,784.0,0.254,0.819,0,1,19344.1,60,9.08,Branch,Debt Consolidation,1
11582,34,92323.85,0,635.0,0.311,0.702,0,0,4312.96,36,11.37,Online,Personal Loan,1
11583,53,66228.37,13,680.0,0.495,0.632,0,0,5579.11,36,9.5,Partner,Auto Refi,1
11584,30,21327.4,12,794.0,0.338,0.926,0,0,18076.29,60,5.0,Partner,Personal Loan,0
11585,36,70010.37,2,616.0,0.307,0.842,0,0,5544.96,60,15.12,Online,Auto Refi,0
11586,24,65148.04,19,663.0,0.257,0.754,0,0,9053.84,36,8.03,Online,Personal Loan,0
11587,47,79704.77,24,637.0,0.324,0.241,2,0,17684.47,36,15.74,Branch,Personal Loan,1
11588,48,42612.39,4,657.0,0.32,0.213,0,0,2000.0,36,5.0,Branch,Personal Loan,0
11589,63,86228.97,1,683.0,0.392,0.197,1,0,11522.71,60,7.23,Branch,Personal Loan,0
11590,36,70338.49,20,774.0,0.256,0.621,0,0,9508.59,60,5.0,Online,Auto Refi,0
11591,53,67712.06,17,795.0,0.223,0.601,0,0,16507.17,60,5.0,Online,Debt Consolidation,0
11592,68,83769.43,8,691.0,0.267,0.541,0,0,19539.43,60,5.0,Branch,Personal Loan,0
11593,39,88191.38,21,629.0,0.31,0.238,0,1,20316.0,36,21.3,Branch,Personal Loan,1
11594,41,86240.87,11,727.0,0.317,0.643,0,0,13201.62,36,5.0,Online,Personal Loan,0
11595,42,20000.0,4,680.0,0.319,0.391,1,0,17464.87,60,7.99,Partner,Auto Refi,0
11596,29,36550.77,17,683.0,0.201,0.407,0,0,5171.61,36,5.0,Branch,Debt Consolidation,1
11597,29,56204.45,22,608.0,0.31,0.593,0,0,13867.2,60,13.24,Online,Debt Consolidation,0
11598,29,41223.14,22,567.0,0.402,0.417,0,0,9306.61,60,18.02,Online,Auto Refi,1
11599,47,51093.77,1,679.0,0.473,0.432,0,0,12704.97,36,7.28,Online,Personal Loan,0
11600,37,63975.55,9,605.0,0.438,0.166,0,0,16353.56,36,11.37,Branch,Debt Consolidation,0
11601,64,55599.89,21,643.0,0.313,0.147,1,0,11546.4,36,9.17,Online,Auto Refi,0
11602,65,64518.5,9,784.0,0.301,0.655,0,0,18153.03,36,5.0,Online,Personal Loan,0
11603,28,92194.2,2,675.0,0.469,0.514,0,0,12007.03,36,8.33,Online,Auto Refi,0
11604,36,100614.3,23,757.0,0.307,0.266,0,0,22856.78,36,5.0,Branch,Personal Loan,0
11605,38,72466.16,13,701.0,0.424,0.52,0,0,17403.41,36,5.41,Branch,Auto Refi,0
11606,53,91700.04,4,721.0,0.317,0.455,1,0,9269.97,60,5.05,Partner,Personal Loan,0
11607,21,57022.28,23,641.0,0.05,0.206,0,0,25808.89,36,5.0,Online,Personal Loan,1
11608,32,52504.36,22,761.0,0.4,0.428,0,0,25381.23,60,5.0,Online,Auto Refi,0
11609,26,63498.32,12,702.0,0.436,0.504,0,0,11134.57,60,5.38,Partner,Personal Loan,0
11610,61,58751.86,23,661.0,0.281,0.113,0,0,17762.09,60,5.0,Online,Auto Refi,1
11611,25,78513.19,16,702.0,0.181,0.628,0,0,13530.23,36,5.0,Branch,Personal Loan,0
11612,36,65288.97,5,630.0,0.503,0.492,1,0,14158.16,60,18.56,Branch,Personal Loan,0
11613,38,95184.74,12,659.0,0.302,0.79,0,0,22861.15,36,9.6,Online,Personal Loan,0
11614,69,67391.71,11,676.0,0.279,0.704,1,0,26594.96,36,10.86,Online,Personal Loan,0
11615,38,50859.21,2,643.0,0.374,0.773,0,0,29524.26,36,12.59,Online,Debt Consolidation,0
11616,21,55542.3,15,789.0,0.648,0.309,2,0,9422.03,36,6.65,Online,Personal Loan,0
11617,39,53118.71,4,651.0,0.378,0.568,0,0,8268.44,60,9.61,Partner,Auto Refi,0
11618,28,79621.94,1,826.0,0.341,0.465,0,0,21746.71,36,5.0,Online,Personal Loan,0
11619,23,62896.94,10,685.0,0.328,0.759,0,0,13287.09,36,7.31,Branch,Personal Loan,0
11620,45,67365.41,3,664.0,0.518,0.724,0,0,27158.51,36,12.73,Branch,Debt Consolidation,0
11621,25,73368.53,21,645.0,0.383,0.787,0,0,11192.12,60,12.77,Online,Auto Refi,1
11622,60,75783.54,0,710.0,0.424,0.402,0,0,23069.11,36,5.0,Branch,Auto Refi,0
11623,39,86157.88,12,743.0,0.356,0.204,0,0,23138.43,36,5.0,Branch,Personal Loan,0
11624,38,71719.18,17,502.0,0.384,0.27,0,0,16968.22,36,23.39,Branch,Auto Refi,1
11625,51,45812.58,15,680.0,0.287,0.533,0,0,14484.78,60,5.14,Online,Auto Refi,0
11626,53,55273.75,1,541.0,0.34,0.206,0,0,13167.0,60,17.25,Online,Auto Refi,0
11627,67,55253.74,8,749.0,0.238,0.492,0,0,6490.26,36,5.0,Online,Personal Loan,0
11628,38,50444.37,11,750.0,0.259,0.41,0,0,28681.02,60,5.0,Partner,Personal Loan,0
11629,59,85758.74,4,683.0,0.379,0.0,0,0,7403.27,36,5.0,Partner,Personal Loan,0
11630,36,62031.41,4,695.0,0.236,0.502,0,0,19075.95,60,5.0,Partner,Auto Refi,0
11631,36,68569.98,21,580.0,0.336,0.586,1,0,27370.97,60,21.93,Partner,Auto Refi,0
11632,67,71684.71,12,642.0,0.276,0.691,0,0,11091.9,60,9.9,Online,Auto Refi,0
11633,58,69181.8,15,637.0,0.185,0.341,0,0,10107.74,36,5.56,Branch,Debt Consolidation,0
11634,61,71199.96,18,649.0,0.347,0.24,0,0,12018.73,60,6.23,Branch,Personal Loan,0
11635,27,113159.85,8,741.0,0.413,0.372,1,0,18478.13,36,5.0,Branch,Personal Loan,0
11636,34,78528.21,15,770.0,0.162,0.209,1,0,14824.39,36,5.0,Online,Debt Consolidation,0
11637,63,46587.03,18,723.0,0.393,0.56,0,0,21335.68,60,5.0,Online,Auto Refi,0
11638,68,71327.93,3,657.0,0.186,0.472,0,0,16293.92,36,5.03,Online,Debt Consolidation,0
11639,45,67114.8,14,628.0,0.483,0.21,1,0,11452.27,36,15.01,Online,Debt Consolidation,1
11640,52,37222.26,8,686.0,0.388,0.365,0,0,18326.17,36,5.0,Partner,Personal Loan,0
11641,58,20000.0,15,701.0,0.162,0.762,0,0,15289.9,36,5.0,Branch,Debt Consolidation,0
11642,42,67834.13,23,665.0,0.422,0.438,1,0,3030.78,36,12.1,Online,Personal Loan,0
11643,36,59399.64,5,634.0,0.246,0.305,1,0,2000.0,36,10.48,Partner,Personal Loan,1
11644,49,42021.8,7,723.0,0.204,0.345,0,0,13063.3,36,5.0,Online,Debt Consolidation,0
11645,36,54182.61,0,730.0,0.407,0.485,1,0,12994.15,60,5.87,Branch,Personal Loan,0
11646,32,59813.46,13,588.0,0.465,0.814,0,0,25453.52,36,21.54,Online,Personal Loan,0
11647,37,53341.76,3,653.0,0.377,0.24,0,0,10430.8,36,6.31,Branch,Personal Loan,1
11648,57,70433.5,9,734.0,0.275,0.736,0,0,5077.14,60,5.0,Online,Auto Refi,0
11649,47,68508.84,15,749.0,0.34,0.388,0,0,24074.39,36,5.0,Online,Personal Loan,0
11650,45,80974.87,3,685.0,0.25,0.707,1,0,16591.77,60,9.46,Online,Debt Consolidation,1
11651,33,88142.6,1,706.0,0.299,0.219,0,0,12378.45,36,5.0,Online,Personal Loan,0
11652,28,77883.7,1,698.0,0.369,0.76,0,0,13862.68,36,6.82,Branch,Personal Loan,0
11653,25,51360.12,12,747.0,0.149,0.806,0,0,16111.41,36,5.0,Partner,Auto Refi,0
11654,32,68366.81,10,602.0,0.374,0.823,0,0,5461.94,60,18.0,Online,Auto Refi,1
11655,61,32897.77,9,699.0,0.151,0.449,1,0,22204.95,36,5.0,Online,Personal Loan,0
11656,23,55500.64,24,618.0,0.167,0.451,2,0,18973.04,60,17.14,Online,Auto Refi,1
11657,55,20000.0,5,756.0,0.398,0.302,1,0,20122.48,36,5.0,Online,Auto Refi,0
11658,53,57946.95,6,606.0,0.219,0.255,0,0,12140.25,60,8.07,Online,Auto Refi,0
11659,42,54293.08,14,709.0,0.201,0.63,1,0,20997.06,36,5.72,Online,Personal Loan,1
11660,64,78821.43,19,618.0,0.285,0.453,0,0,8292.19,36,10.04,Branch,Debt Consolidation,0
11661,29,45656.14,18,733.0,0.249,0.546,1,0,13733.47,60,5.0,Online,Personal Loan,0
11662,61,68419.22,2,711.0,0.348,0.535,1,1,25893.79,60,20.93,Online,Personal Loan,0
11663,38,57431.45,20,697.0,0.341,0.191,0,0,23832.47,36,5.0,Online,Personal Loan,0
11664,49,56498.27,13,817.0,0.202,0.207,1,0,12583.34,36,5.0,Partner,Auto Refi,0
11665,59,49623.46,21,631.0,0.115,0.607,0,0,24449.59,60,7.26,Online,Personal Loan,1
11666,47,71005.72,1,745.0,0.296,0.536,1,0,18597.06,36,5.0,Online,Debt Consolidation,0
11667,56,61779.61,22,762.0,0.452,0.426,0,0,3346.43,60,5.0,Online,Debt Consolidation,0
11668,65,45850.89,15,745.0,0.312,0.53,0,0,17499.86,36,5.0,Online,Personal Loan,0
11669,37,67637.3,22,633.0,0.278,0.74,1,0,17003.7,36,16.28,Partner,Personal Loan,0
11670,54,71127.01,16,664.0,0.528,0.635,0,0,22621.65,36,11.91,Online,Personal Loan,1
11671,66,95554.78,14,638.0,0.41,0.503,0,0,14937.47,36,10.95,Branch,Auto Refi,1
11672,23,53376.8,12,659.0,0.113,0.54,0,0,13718.5,60,5.0,Online,Auto Refi,0
11673,25,57246.47,11,621.0,0.287,0.745,0,0,2000.0,36,12.96,Branch,Personal Loan,1
11674,34,39176.01,6,655.0,0.347,0.368,0,0,13645.8,36,6.8,Partner,Debt Consolidation,1
11675,23,56049.68,19,783.0,0.192,0.496,0,0,23767.8,36,5.0,Online,Personal Loan,1
11676,43,43792.2,19,658.0,0.285,0.445,0,0,21419.55,60,6.23,Partner,Personal Loan,0
11677,59,87080.88,2,687.0,0.323,0.323,1,0,15235.69,36,6.8,Online,Debt Consolidation,0
11678,50,75283.92,8,629.0,0.293,0.41,0,0,14293.44,36,8.64,Partner,Debt Consolidation,0
11679,65,43465.04,2,679.0,0.175,0.247,1,0,10188.49,60,5.0,Branch,Personal Loan,0
