age,income,employment_length_years,credit_score,dti,utilization,num_delinquencies_12m,loan_amount,term_months,interest_rate,channel,product_type,default_12m,pd_model,applicant_id,recent_bankruptcy,approved_A,approved_B,strategy_group,approved_AB,expected_loss,interest_income,profit
46,70949.61,0,707.0,0.323,0.426,0,21036.65,60,5.0,Partner,Personal Loan,1,0.1351442770075112,8985,0,1,1,A,1,12621.99,2524.398,-10097.592
22,54282.39,6,691.0,0.378,0.402,0,19794.51,60,5.0,Branch,Personal Loan,0,0.1871846414864742,4614,0,1,0,B,0,0.0,2375.3412,0.0
29,50164.04,16,719.0,0.133,0.386,0,22602.09,60,5.0,Online,Debt Consolidation,0,0.1341921979579879,15888,0,1,1,A,1,0.0,2712.2508,2712.2508
44,73613.22,19,614.0,0.606,0.373,0,8610.83,60,16.36,Online,Personal Loan,1,0.5234848208542872,12779,0,0,0,B,0,5166.498,1033.2996,0.0
44,58666.95,5,734.0,0.465,0.617,1,21425.4,36,7.6,Branch,Debt Consolidation,0,0.2191876344939809,104,0,0,0,A,0,0.0,2571.0480000000002,0.0
44,47485.23,21,605.0,0.256,0.417,0,11183.63,36,10.54,Online,Debt Consolidation,0,0.3352285475980666,13850,0,0,0,B,0,0.0,1342.0356,0.0
47,29524.35,4,664.0,0.217,0.358,1,5876.91,36,7.48,Branch,Auto Refi,0,0.250265919775657,130,0,1,0,B,0,0.0,705.2292,0.0
35,71783.2,19,721.0,0.363,0.276,1,11932.57,60,5.0,Online,Personal Loan,0,0.154091410881255,3078,0,1,1,A,1,0.0,1431.9083999999998,1431.9083999999998
26,69156.27,14,707.0,0.381,0.629,0,19316.71,60,5.13,Online,Personal Loan,0,0.1491677485327883,9011,0,1,1,B,1,0.0,2318.0051999999996,2318.0051999999996
27,74385.36,10,604.0,0.413,0.478,0,16084.27,36,14.52,Online,Personal Loan,1,0.4345848149244959,556,0,0,0,B,0,9650.562,1930.1124,0.0
48,69636.07,6,689.0,0.364,0.447,0,4946.09,36,17.82,Online,Personal Loan,1,0.5064136941027935,1785,1,0,0,A,0,2967.654,593.5308,0.0
68,73310.2,7,773.0,0.322,0.212,0,16298.48,36,5.0,Branch,Personal Loan,1,0.0668207432181972,5457,0,1,1,B,1,9779.088,1955.8175999999999,-7823.270399999999
47,98110.27,14,643.0,0.213,0.714,0,22056.37,36,8.81,Online,Personal Loan,1,0.2958189193084498,5193,0,1,0,A,1,13233.821999999998,2646.7643999999996,-10587.057599999998
60,27769.14,12,662.0,0.28,0.459,0,23093.67,36,5.94,Partner,Personal Loan,0,0.2057853541840427,7920,0,1,0,A,1,0.0,2771.2403999999997,2771.2403999999997
40,72112.22,8,661.0,0.05,0.466,1,30640.06,36,6.0,Branch,Auto Refi,1,0.1786752853705373,11546,0,1,1,B,1,18384.036,3676.8072,-14707.2288
46,85071.57,23,670.0,0.345,0.547,0,20600.03,36,7.01,Online,Auto Refi,1,0.2183088431597348,551,0,1,0,B,0,12360.017999999998,2472.0035999999996,0.0
41,56877.6,18,654.0,0.192,0.562,0,16539.33,60,6.12,Online,Personal Loan,0,0.2082625276753385,11394,0,1,0,B,0,0.0,1984.7196000000001,0.0
50,85773.51,18,620.0,0.396,0.375,1,19004.26,60,16.01,Branch,Debt Consolidation,0,0.4737771285948113,2329,0,0,0,B,0,0.0,2280.5112,0.0
47,119168.06,6,655.0,0.216,0.167,0,12075.18,36,5.0,Online,Debt Consolidation,0,0.1145951848839638,14779,0,1,1,B,1,0.0,1449.0216,1449.0216
29,40433.83,2,724.0,0.349,0.648,0,5797.63,60,5.0,Branch,Personal Loan,1,0.1515596853869384,19872,0,1,1,B,1,3478.578,695.7156,-2782.8624
68,57613.15,23,596.0,0.316,0.316,0,20127.66,60,11.54,Online,Personal Loan,1,0.3469204605232786,10261,0,0,0,B,0,12076.596,2415.3192,0.0
25,49356.5,14,697.0,0.428,0.684,1,20126.74,36,11.34,Online,Personal Loan,0,0.3795037819179671,2664,0,0,0,A,0,0.0,2415.2088,0.0
34,73745.23,24,737.0,0.387,0.32,0,13998.26,36,5.0,Branch,Auto Refi,0,0.0983724584995637,2410,0,1,1,B,1,0.0,1679.7912,1679.7912
42,80148.66,9,830.0,0.423,0.324,0,15865.77,36,5.0,Online,Personal Loan,0,0.0441169091453702,2362,0,0,1,A,0,0.0,1903.8924,0.0
29,78932.89,24,598.0,0.286,0.042,0,28451.7,60,7.95,Online,Personal Loan,0,0.3998361684573942,2138,0,0,0,B,0,0.0,3414.204,0.0
52,69963.59,7,783.0,0.214,0.6,0,15154.92,36,5.0,Online,Debt Consolidation,0,0.0815871623864568,5929,0,1,1,B,1,0.0,1818.5904,1818.5904
46,42049.05,9,480.0,0.431,0.44,1,12433.96,36,25.0,Online,Debt Consolidation,1,0.7952638075112973,12718,0,0,0,A,0,7460.375999999999,1492.0751999999998,0.0
56,45726.32,10,731.0,0.243,0.42,0,15643.03,60,5.0,Branch,Debt Consolidation,0,0.1062158304554772,407,0,1,1,B,1,0.0,1877.1636,1877.1636
58,70326.6,4,624.0,0.381,0.484,0,16279.42,60,11.68,Online,Personal Loan,0,0.3940739853579651,19568,0,0,0,B,0,0.0,1953.5303999999999,0.0
25,88047.85,7,630.0,0.195,0.621,0,28141.14,36,8.89,Online,Auto Refi,0,0.2961460535975766,19526,0,0,0,A,0,0.0,3376.9368,0.0
31,76552.61,15,701.0,0.336,0.537,2,25129.96,60,12.08,Branch,Personal Loan,0,0.3498212981649902,7832,0,0,0,B,0,0.0,3015.5951999999997,0.0
64,54262.74,2,583.0,0.307,0.409,0,2000.0,36,25.0,Partner,Auto Refi,1,0.786409868801189,9536,1,0,0,B,0,1200.0,240.0,0.0
69,37472.87,3,664.0,0.378,0.747,0,5441.36,60,10.1,Online,Personal Loan,0,0.3100925642952243,3121,0,1,0,B,0,0.0,652.9631999999999,0.0
25,64356.39,5,721.0,0.271,0.467,0,6791.59,36,5.0,Online,Debt Consolidation,0,0.1361003502914041,2501,0,1,1,A,1,0.0,814.9908,814.9908
43,41204.83,15,498.0,0.226,0.404,0,25099.39,36,22.1,Online,Auto Refi,1,0.7237441402072212,2870,0,0,0,B,0,15059.633999999998,3011.9267999999997,0.0
39,63287.09,8,728.0,0.319,0.546,0,23442.97,60,5.0,Online,Debt Consolidation,0,0.1217249983496276,10672,0,1,1,B,1,0.0,2813.1564,2813.1564
35,59741.24,7,640.0,0.336,0.267,0,16249.58,36,7.05,Online,Personal Loan,0,0.2219815519842895,13102,0,1,0,B,0,0.0,1949.9496,0.0
65,62752.82,23,675.0,0.322,0.304,0,2000.0,36,5.0,Partner,Personal Loan,0,0.1458655374732912,7355,0,1,1,B,1,0.0,240.0,240.0
43,59548.05,15,591.0,0.089,0.373,0,15481.66,36,8.38,Online,Debt Consolidation,0,0.2759591900448198,15801,0,0,0,A,0,0.0,1857.7992,0.0
60,74713.34,21,773.0,0.411,0.512,0,16285.46,36,5.0,Partner,Debt Consolidation,0,0.0899213019722156,11817,0,0,1,A,0,0.0,1954.2551999999998,0.0
37,57362.33,19,754.0,0.295,0.265,0,16028.75,36,5.0,Branch,Personal Loan,0,0.0938539081078162,17157,0,1,1,B,1,0.0,1923.4499999999998,1923.4499999999998
40,43577.34,5,704.0,0.438,0.348,0,10053.64,36,5.0,Partner,Personal Loan,0,0.1735384976218654,4123,0,0,1,B,1,0.0,1206.4368,1206.4368
26,54057.88,15,542.0,0.525,0.278,0,12337.64,36,25.0,Online,Personal Loan,1,0.7949902769434576,19484,1,0,0,A,0,7402.583999999999,1480.5167999999999,0.0
44,54922.72,11,750.0,0.249,0.524,1,17388.0,36,5.0,Online,Personal Loan,0,0.1153934218803436,14772,0,1,1,A,1,0.0,2086.56,2086.56
61,72694.2,15,700.0,0.35,0.909,0,14448.94,60,7.66,Branch,Debt Consolidation,0,0.3195619959652559,13073,0,1,0,B,0,0.0,1733.8728,0.0
66,92997.85,22,787.0,0.193,0.396,0,13368.83,36,5.0,Online,Auto Refi,0,0.0740343804965469,4415,0,1,1,A,1,0.0,1604.2595999999999,1604.2595999999999
38,69306.1,14,680.0,0.239,0.607,1,29460.8,36,8.72,Online,Auto Refi,0,0.3148343440116046,1515,0,1,0,B,0,0.0,3535.296,0.0
27,72393.46,13,758.0,0.196,0.214,0,14560.05,36,5.0,Branch,Personal Loan,0,0.087905588398314,7336,0,1,1,A,1,0.0,1747.206,1747.206
62,53793.08,11,622.0,0.334,0.333,1,10574.15,60,13.9,Branch,Personal Loan,0,0.4176485389999214,17545,0,0,0,A,0,0.0,1268.898,0.0
28,81764.25,17,714.0,0.219,0.342,0,11124.6,36,5.0,Online,Debt Consolidation,0,0.1354523224104246,16176,0,1,1,A,1,0.0,1334.952,1334.952
55,86008.41,17,799.0,0.23,0.0,0,7572.74,60,5.0,Online,Debt Consolidation,0,0.0632790888287318,8432,0,1,1,A,1,0.0,908.7288,908.7288
67,55449.25,20,652.0,0.331,0.686,0,20398.33,60,9.84,Online,Auto Refi,1,0.283244327805313,6072,0,1,0,B,0,12238.998000000001,2447.7996000000003,0.0
48,56101.62,22,784.0,0.199,0.239,1,15917.88,36,5.0,Online,Debt Consolidation,0,0.1094306347874139,6434,0,1,1,A,1,0.0,1910.1455999999998,1910.1455999999998
66,83791.2,12,697.0,0.42,0.914,1,9885.61,36,13.75,Partner,Personal Loan,0,0.392813688721525,5725,0,0,0,A,0,0.0,1186.2732,0.0
46,83750.12,9,523.0,0.22,0.62,0,17415.92,36,21.63,Branch,Personal Loan,1,0.6721762794760502,15867,0,0,0,B,0,10449.551999999998,2089.9103999999998,0.0
40,60706.96,1,709.0,0.374,0.795,1,18772.58,36,10.16,Partner,Auto Refi,0,0.3073722450690676,8444,0,1,0,A,1,0.0,2252.7096,2252.7096
38,68900.37,11,735.0,0.312,0.397,1,29414.23,60,5.0,Online,Personal Loan,0,0.1311369528760322,16682,0,1,1,A,1,0.0,3529.7075999999997,3529.7075999999997
47,74541.29,12,592.0,0.518,0.42,0,14524.09,60,17.57,Online,Personal Loan,1,0.5146862490826144,18296,0,0,0,B,0,8714.454,1742.8908,0.0
22,75636.97,18,830.0,0.27,0.436,1,16473.64,60,5.0,Online,Auto Refi,0,0.0609193956490638,6085,0,1,1,A,1,0.0,1976.8367999999998,1976.8367999999998
42,61628.96,1,605.0,0.317,0.383,1,7544.54,36,16.16,Online,Auto Refi,1,0.5008509524127963,16772,0,0,0,B,0,4526.724,905.3448,0.0
37,79472.8,17,565.0,0.337,0.22,1,13310.13,36,19.41,Partner,Personal Loan,1,0.6080890164513343,16606,0,0,0,B,0,7986.0779999999995,1597.2155999999998,0.0
32,98250.36,16,566.0,0.208,0.604,0,23924.24,36,16.1,Online,Personal Loan,0,0.4935427804695968,10179,0,0,0,B,0,0.0,2870.9088,0.0
34,42140.12,21,580.0,0.202,0.512,0,2000.0,36,13.25,Online,Debt Consolidation,0,0.4217180150024027,624,0,0,0,B,0,0.0,240.0,0.0
50,85558.49,19,751.0,0.252,0.474,0,12228.12,36,5.0,Branch,Debt Consolidation,0,0.0993655882518558,5052,0,1,1,A,1,0.0,1467.3744000000002,1467.3744000000002
48,83330.13,1,768.0,0.295,0.217,0,11769.36,36,5.0,Online,Auto Refi,0,0.0660481617526061,10941,0,1,1,B,1,0.0,1412.3232,1412.3232
57,90822.91,15,688.0,0.349,0.98,0,26126.05,36,9.49,Online,Auto Refi,1,0.3851362142297198,14857,0,1,0,A,1,15675.63,3135.1259999999997,-12540.503999999999
60,74264.09,5,756.0,0.595,0.412,0,19121.26,60,5.0,Partner,Personal Loan,0,0.1284230494473458,16790,0,0,1,A,0,0.0,2294.5512,0.0
30,91994.25,8,665.0,0.464,0.285,0,21387.08,36,7.04,Branch,Debt Consolidation,1,0.2217452372721632,18447,0,0,0,A,0,12832.248000000001,2566.4496,0.0
34,56763.85,1,713.0,0.325,0.323,1,12799.78,60,5.0,Online,Personal Loan,0,0.1443138256296444,9468,0,1,1,A,1,0.0,1535.9736,1535.9736
26,55535.08,15,698.0,0.544,0.306,0,20109.41,36,5.71,Online,Auto Refi,1,0.2398137648420511,228,0,0,0,A,0,12065.645999999999,2413.1292,0.0
51,49394.64,8,712.0,0.236,0.585,1,17850.54,36,5.63,Branch,Personal Loan,0,0.19827527477696,9937,0,1,0,A,1,0.0,2142.0648,2142.0648
63,70973.55,24,670.0,0.312,0.234,1,5198.49,60,7.38,Branch,Personal Loan,0,0.2422792642999517,1170,0,1,0,A,1,0.0,623.8187999999999,623.8187999999999
33,89905.72,0,595.0,0.357,0.439,0,2000.0,36,13.99,Branch,Personal Loan,1,0.4427790207648845,14823,0,0,0,A,0,1200.0,240.0,0.0
48,47054.85,15,733.0,0.312,0.503,0,6765.72,36,5.0,Online,Auto Refi,0,0.1060500995155588,180,0,1,1,A,1,0.0,811.8864,811.8864
36,26490.16,9,695.0,0.368,0.42,0,8783.06,36,5.0,Online,Debt Consolidation,0,0.1554030546294874,14194,0,1,1,A,1,0.0,1053.9671999999998,1053.9671999999998
60,57721.19,13,652.0,0.483,0.381,1,11468.36,36,14.12,Online,Debt Consolidation,0,0.4407379371874483,3878,0,0,0,B,0,0.0,1376.2032,0.0
68,93619.18,2,497.0,0.05,0.636,0,28287.22,36,21.18,Partner,Personal Loan,0,0.6637098482948539,13474,0,0,0,B,0,0.0,3394.4664,0.0
27,53128.18,21,536.0,0.348,0.059,0,22558.82,60,16.26,Online,Personal Loan,1,0.4179317942245684,12203,0,0,0,B,0,13535.292,2707.0584,0.0
55,78648.21,2,608.0,0.248,0.279,1,13692.08,36,13.15,Online,Debt Consolidation,1,0.4155734435131221,2090,0,0,0,A,0,8215.248,1643.0495999999998,0.0
40,73705.14,21,677.0,0.313,0.471,0,19404.98,60,5.33,Branch,Personal Loan,1,0.1842755597647949,13660,0,1,0,B,0,11642.988,2328.5976,0.0
64,78718.11,22,718.0,0.486,0.425,0,17654.32,36,16.77,Online,Debt Consolidation,1,0.4855394813394749,225,1,0,0,B,0,10592.591999999999,2118.5184,0.0
57,63605.3,3,631.0,0.345,0.286,1,18420.96,36,12.56,Partner,Auto Refi,0,0.3862541059225844,19006,0,0,0,B,0,0.0,2210.5152,0.0
39,48664.51,3,613.0,0.302,0.591,0,20329.4,36,12.5,Branch,Debt Consolidation,0,0.348420783792548,9881,0,0,0,A,0,0.0,2439.5280000000002,0.0
38,48472.19,23,729.0,0.224,0.465,0,25021.07,60,5.0,Online,Personal Loan,0,0.1225005571160468,8094,0,1,1,A,1,0.0,3002.5283999999997,3002.5283999999997
27,60213.13,16,716.0,0.485,0.178,0,23058.2,36,5.0,Online,Personal Loan,1,0.1518599392218289,7326,0,0,1,A,0,13834.92,2766.984,0.0
65,71389.93,1,670.0,0.477,0.353,0,26986.41,36,7.4,Online,Personal Loan,1,0.3627998945006218,4533,0,0,0,A,0,16191.846,3238.3691999999996,0.0
69,83312.24,15,637.0,0.451,0.544,1,21294.15,60,17.16,Partner,Personal Loan,0,0.4821778577503298,16451,0,0,0,B,0,0.0,2555.2980000000002,0.0
39,73234.0,22,619.0,0.257,0.506,0,26258.43,36,9.95,Online,Personal Loan,1,0.3161930914065733,11580,0,0,0,B,0,15755.057999999999,3151.0116,0.0
46,76940.31,9,557.0,0.208,0.707,0,18164.37,36,18.36,Online,Personal Loan,0,0.5259078950755547,10198,0,0,0,B,0,0.0,2179.7243999999996,0.0
66,47422.23,16,779.0,0.355,0.671,0,20905.22,60,5.0,Online,Debt Consolidation,0,0.0762383962431458,6361,0,1,1,B,1,0.0,2508.6264,2508.6264
67,85273.61,23,708.0,0.228,0.618,0,17270.3,60,14.72,Branch,Debt Consolidation,0,0.3486335355887923,19531,1,0,0,A,0,0.0,2072.4359999999997,0.0
67,67500.66,7,634.0,0.198,0.43,0,15624.4,36,6.82,Online,Auto Refi,0,0.213537358648926,6211,0,0,0,A,0,0.0,1874.9279999999999,0.0
28,53885.39,11,709.0,0.296,0.565,0,23381.38,60,5.0,Online,Personal Loan,0,0.1312512181181304,16966,0,1,1,A,1,0.0,2805.7656,2805.7656
31,66103.31,24,678.0,0.41,0.496,0,13002.35,36,6.89,Branch,Personal Loan,0,0.2488795528378299,1072,0,0,0,B,0,0.0,1560.282,0.0
69,81325.26,16,704.0,0.181,0.978,0,17088.85,36,5.24,Online,Personal Loan,0,0.2887205414181527,9663,0,1,0,A,1,0.0,2050.662,2050.662
34,68968.97,1,618.0,0.38,0.14,0,12037.86,60,8.68,Online,Debt Consolidation,1,0.3056530844602061,19327,0,0,0,A,0,7222.716,1444.5432,0.0
66,22973.69,17,543.0,0.195,0.626,0,15803.11,36,18.81,Online,Debt Consolidation,1,0.5873390714373,6704,0,0,0,B,0,9481.866,1896.3732,0.0
22,26278.93,12,791.0,0.404,0.537,0,21281.9,36,5.0,Online,Personal Loan,0,0.0830640010324424,11822,0,0,1,B,1,0.0,2553.828,2553.828
28,68631.56,9,782.0,0.317,0.464,1,15322.71,60,5.0,Online,Debt Consolidation,0,0.1053686000265536,9726,0,1,1,A,1,0.0,1838.7251999999999,1838.7251999999999
68,85318.43,22,617.0,0.553,0.415,0,2209.69,60,15.27,Online,Personal Loan,0,0.4980360814458799,16023,0,0,0,A,0,0.0,265.1628,0.0
44,44654.21,23,664.0,0.173,0.037,0,11718.84,60,5.0,Online,Personal Loan,0,0.1724058318182629,18203,0,1,1,A,1,0.0,1406.2608,1406.2608
27,86716.89,4,662.0,0.333,0.512,0,24072.31,36,7.2,Branch,Personal Loan,1,0.242156832050909,19380,0,1,0,A,1,14443.386,2888.6772,-11554.7088
37,60424.08,14,644.0,0.414,0.395,0,18291.03,60,9.19,Branch,Personal Loan,0,0.3341478853142265,4036,0,0,0,A,0,0.0,2194.9235999999996,0.0
23,68726.69,12,679.0,0.265,0.382,0,17545.37,36,5.0,Online,Personal Loan,0,0.1363537073393287,4950,0,1,1,A,1,0.0,2105.4444,2105.4444
66,89585.54,19,669.0,0.104,0.655,0,22766.76,36,5.0,Online,Personal Loan,1,0.1219531286625014,1618,0,1,1,B,1,13660.055999999999,2732.0112,-10928.0448
44,71031.44,0,754.0,0.26,0.744,0,16404.02,60,5.0,Online,Debt Consolidation,0,0.0898344413073241,363,0,1,1,B,1,0.0,1968.4823999999999,1968.4823999999999
53,44235.34,13,670.0,0.383,0.475,0,14344.17,60,6.98,Branch,Debt Consolidation,1,0.2578630617208843,11415,0,1,0,B,0,8606.502,1721.3003999999999,0.0
23,100319.68,6,639.0,0.33,0.591,1,25914.09,36,14.84,Online,Debt Consolidation,0,0.5433529514464366,1317,0,0,0,A,0,0.0,3109.6908,0.0
22,44404.84,19,717.0,0.234,0.871,1,21951.89,36,7.61,Online,Personal Loan,0,0.2680652160169009,16757,0,1,0,B,0,0.0,2634.2268,0.0
47,60610.75,12,670.0,0.304,0.025,0,14518.55,60,5.0,Online,Debt Consolidation,0,0.1289401111652771,8610,0,1,1,A,1,0.0,1742.2259999999999,1742.2259999999999
40,58523.64,22,637.0,0.382,0.523,0,2000.0,36,10.68,Online,Personal Loan,0,0.3408173037679101,6839,0,0,0,A,0,0.0,240.0,0.0
25,55817.31,8,686.0,0.304,0.0,0,17082.39,60,5.0,Online,Auto Refi,0,0.1247023970234318,18324,0,1,1,B,1,0.0,2049.8867999999998,2049.8867999999998
50,53926.19,9,654.0,0.355,0.161,0,18439.08,36,5.31,Online,Personal Loan,0,0.1826376311909055,9221,0,1,0,A,1,0.0,2212.6896,2212.6896
54,35168.1,19,648.0,0.138,0.087,0,8068.36,36,5.0,Partner,Auto Refi,0,0.1340034077034567,16013,0,1,1,A,1,0.0,968.2031999999999,968.2031999999999
48,45814.53,4,636.0,0.46,0.323,0,3392.75,60,10.17,Online,Debt Consolidation,1,0.2652055488811657,6797,0,0,0,B,0,2035.6499999999999,407.13,0.0
69,39741.57,17,693.0,0.05,0.348,0,14733.62,36,5.0,Online,Auto Refi,0,0.1286918660244855,5212,0,1,1,B,1,0.0,1768.0344,1768.0344
49,70046.69,3,780.0,0.218,0.596,0,5056.91,36,5.0,Partner,Debt Consolidation,0,0.0870305831532887,14132,0,1,1,B,1,0.0,606.8292,606.8292
60,35143.26,13,575.0,0.373,0.269,0,29554.17,36,14.69,Online,Personal Loan,0,0.5002455336821411,13604,0,0,0,A,0,0.0,3546.5003999999994,0.0
35,93371.19,17,750.0,0.336,0.571,0,11115.15,36,5.0,Branch,Personal Loan,0,0.1084599705645743,10883,0,1,1,B,1,0.0,1333.818,1333.818
53,107202.16,15,671.0,0.264,0.401,1,11121.66,60,7.98,Online,Personal Loan,1,0.293734073305459,13644,0,1,0,B,0,6672.996,1334.5991999999999,0.0
40,58605.31,7,644.0,0.512,0.148,0,22086.29,60,8.53,Online,Auto Refi,0,0.3952998333875053,4577,0,0,0,A,0,0.0,2650.3548,0.0
53,70625.56,21,689.0,0.46,0.287,1,30428.82,60,8.68,Online,Debt Consolidation,0,0.3464122765567986,10620,0,0,0,B,0,0.0,3651.4584,0.0
63,85114.09,5,605.0,0.422,0.446,0,16910.19,60,14.25,Branch,Debt Consolidation,0,0.4247348348648033,10882,0,0,0,B,0,0.0,2029.2227999999998,0.0
46,63960.45,7,721.0,0.426,0.644,0,18569.59,60,5.0,Online,Personal Loan,0,0.1504924104016991,11811,0,0,1,B,1,0.0,2228.3507999999997,2228.3507999999997
69,61105.54,16,644.0,0.509,0.43,0,14373.79,60,11.39,Online,Debt Consolidation,1,0.4330813621046328,14774,0,0,0,A,0,8624.274,1724.8548,0.0
48,48999.19,3,609.0,0.392,0.518,2,16487.96,60,23.75,Branch,Personal Loan,0,0.6474519375293704,8227,0,0,0,A,0,0.0,1978.5551999999998,0.0
24,92397.89,14,602.0,0.203,0.467,0,18891.73,36,10.31,Online,Personal Loan,0,0.3326806455502716,17560,0,0,0,A,0,0.0,2267.0076,0.0
51,57184.07,12,641.0,0.418,0.386,0,8389.19,36,9.48,Branch,Personal Loan,1,0.3465375560524731,16143,0,0,0,A,0,5033.514,1006.7028,0.0
53,30656.03,18,702.0,0.378,0.558,2,13315.87,60,13.06,Online,Personal Loan,1,0.4588503591225608,242,0,0,0,B,0,7989.522,1597.9044000000001,0.0
49,34159.59,5,645.0,0.41,0.181,1,9300.25,36,11.2,Online,Auto Refi,0,0.3923634988882467,17506,0,0,0,A,0,0.0,1116.03,0.0
53,112670.34,14,645.0,0.463,0.728,0,10165.68,60,13.79,Branch,Debt Consolidation,1,0.3667782548697145,19338,0,0,0,A,0,6099.408,1219.8816,0.0
54,63274.34,20,651.0,0.107,0.786,1,16188.0,36,11.03,Branch,Auto Refi,0,0.4009289469007699,8889,0,1,0,B,0,0.0,1942.56,0.0
54,60179.71,5,575.0,0.329,0.337,0,31974.65,60,14.44,Online,Personal Loan,1,0.5711234475197694,18526,0,0,0,B,0,19184.79,3836.958,0.0
25,49121.61,23,713.0,0.338,0.022,0,9084.06,36,5.0,Online,Personal Loan,0,0.169433427881809,1652,0,1,1,B,1,0.0,1090.0872,1090.0872
39,32260.84,2,647.0,0.162,0.512,0,13099.14,36,5.78,Online,Auto Refi,1,0.1967853530045589,9588,0,1,0,A,1,7859.4839999999995,1571.8968,-6287.5872
49,81031.55,24,588.0,0.334,0.242,0,7692.53,60,11.96,Online,Personal Loan,0,0.3978765860342374,17167,0,0,0,A,0,0.0,923.1035999999999,0.0
29,46660.29,20,641.0,0.209,0.355,1,14780.12,36,9.59,Online,Personal Loan,1,0.3272640243150105,19293,0,1,0,A,1,8868.072,1773.6144,-7094.4576
60,58702.85,19,728.0,0.315,0.633,0,15964.5,60,5.0,Partner,Personal Loan,0,0.1325254567715181,5744,0,1,1,B,1,0.0,1915.74,1915.74
53,58039.14,21,679.0,0.165,0.375,0,7092.06,36,5.0,Online,Personal Loan,0,0.1590532836232934,2148,0,1,1,B,1,0.0,851.0472,851.0472
44,51585.9,1,830.0,0.144,0.23,0,16966.7,36,5.0,Online,Personal Loan,0,0.0291946341243507,11574,0,1,1,A,1,0.0,2036.004,2036.004
49,78848.38,3,700.0,0.277,0.407,1,16262.11,36,5.69,Online,Personal Loan,0,0.1861691779444134,10981,0,1,0,B,0,0.0,1951.4532,0.0
37,68340.1,24,774.0,0.458,0.345,0,20574.18,60,5.0,Online,Personal Loan,0,0.08293523892453,6702,0,0,1,B,1,0.0,2468.9016,2468.9016
50,41045.78,24,658.0,0.191,0.428,1,12303.21,36,8.3,Online,Auto Refi,0,0.3057207278308788,10763,0,1,0,B,0,0.0,1476.3852,0.0
56,78796.65,10,830.0,0.181,0.498,0,15777.53,60,5.0,Partner,Auto Refi,0,0.0445473034497484,11173,0,1,1,A,1,0.0,1893.3036,1893.3036
60,71254.1,3,697.0,0.485,0.34,0,11289.13,60,5.2,Partner,Personal Loan,0,0.2123998340097892,5442,0,0,0,B,0,0.0,1354.6955999999998,0.0
62,55971.95,18,634.0,0.227,0.361,0,13035.31,36,6.67,Branch,Auto Refi,1,0.2243098712402806,14993,0,0,0,B,0,7821.186,1564.2371999999998,0.0
28,54151.73,14,637.0,0.334,0.331,0,11303.76,36,7.86,Online,Auto Refi,0,0.2760751627630767,6672,0,0,0,A,0,0.0,1356.4512,0.0
21,36029.15,20,703.0,0.293,0.618,0,16237.45,60,5.0,Branch,Personal Loan,0,0.1524917534592918,10170,0,1,1,A,1,0.0,1948.494,1948.494
35,78626.84,1,696.0,0.274,0.658,0,16710.94,60,5.0,Online,Personal Loan,0,0.1313557477408622,16910,0,1,1,B,1,0.0,2005.3127999999997,2005.3127999999997
63,48923.66,4,800.0,0.159,0.658,0,12761.3,36,5.0,Online,Debt Consolidation,0,0.0753687004010165,937,0,1,1,B,1,0.0,1531.3559999999998,1531.3559999999998
69,23703.25,18,781.0,0.323,0.54,1,27714.58,36,5.0,Branch,Debt Consolidation,0,0.0859145692244434,18653,0,1,1,A,1,0.0,3325.7496,3325.7496
56,92922.9,23,721.0,0.397,0.712,1,13919.49,36,8.54,Online,Personal Loan,0,0.2913204456760135,4152,0,1,0,A,1,0.0,1670.3388,1670.3388
48,95374.29,7,672.0,0.184,0.778,0,8249.95,36,6.26,Branch,Debt Consolidation,0,0.2198893583878764,4605,0,1,0,B,0,0.0,989.994,0.0
65,58770.54,21,521.0,0.299,0.464,0,5489.36,36,25.0,Online,Personal Loan,1,0.7550764155393358,10841,1,0,0,B,0,3293.6159999999995,658.7231999999999,0.0
53,121028.21,2,781.0,0.284,0.458,0,6288.72,36,5.0,Online,Debt Consolidation,0,0.0704532868661097,7753,0,1,1,B,1,0.0,754.6464,754.6464
35,72514.9,10,614.0,0.285,0.763,0,25915.94,60,13.9,Branch,Personal Loan,1,0.463154374234794,15045,0,0,0,B,0,15549.563999999998,3109.9127999999996,0.0
59,50017.42,16,751.0,0.269,0.659,0,14775.95,60,5.0,Branch,Auto Refi,0,0.0976484238424807,13581,0,1,1,A,1,0.0,1773.114,1773.114
59,63162.14,18,653.0,0.439,0.514,0,12723.23,36,10.01,Online,Debt Consolidation,0,0.2976658970650411,3544,0,0,0,B,0,0.0,1526.7875999999999,0.0
29,93884.87,5,592.0,0.545,0.739,1,14787.62,36,25.0,Partner,Personal Loan,1,0.7929562379524066,16002,0,0,0,B,0,8872.572,1774.5144,0.0
53,69944.39,16,653.0,0.194,0.574,0,32304.54,60,6.3,Partner,Personal Loan,0,0.2456867967995171,9141,0,1,0,A,1,0.0,3876.5448,3876.5448
49,36718.35,0,578.0,0.294,0.421,2,12112.69,60,24.07,Online,Auto Refi,1,0.6878413307530835,5354,0,0,0,B,0,7267.6140000000005,1453.5228,0.0
37,38480.49,7,660.0,0.369,0.409,1,17211.82,36,11.22,Online,Auto Refi,0,0.3747650654645282,18249,0,1,0,A,1,0.0,2065.4184,2065.4184
